"","vector","type","label","units","parent_vector","aggregation","details"
"3274","v_CA21_3274","Total","Nehiyawewin (Plains Cree)","Number","v_CA21_3259","Additive","CA 2021 Census; 25% Data; Language; Knowledge of languages for the population in private households; Non-official languages; Indigenous languages; Algonquian languages; Cree-Innu languages; Cree languages; Nehiyawewin (Plains Cree)"
"3275","v_CA21_3275","Male","Nehiyawewin (Plains Cree)","Number","v_CA21_3260","Additive","CA 2021 Census; 25% Data; Language; Knowledge of languages for the population in private households; Non-official languages; Indigenous languages; Algonquian languages; Cree-Innu languages; Cree languages; Nehiyawewin (Plains Cree)"
"3276","v_CA21_3276","Female","Nehiyawewin (Plains Cree)","Number","v_CA21_3261","Additive","CA 2021 Census; 25% Data; Language; Knowledge of languages for the population in private households; Non-official languages; Indigenous languages; Algonquian languages; Cree-Innu languages; Cree languages; Nehiyawewin (Plains Cree)"
"3277","v_CA21_3277","Total","Nihithawiwin (Woods Cree)","Number","v_CA21_3259","Additive","CA 2021 Census; 25% Data; Language; Knowledge of languages for the population in private households; Non-official languages; Indigenous languages; Algonquian languages; Cree-Innu languages; Cree languages; Nihithawiwin (Woods Cree)"
"3278","v_CA21_3278","Male","Nihithawiwin (Woods Cree)","Number","v_CA21_3260","Additive","CA 2021 Census; 25% Data; Language; Knowledge of languages for the population in private households; Non-official languages; Indigenous languages; Algonquian languages; Cree-Innu languages; Cree languages; Nihithawiwin (Woods Cree)"
"3279","v_CA21_3279","Female","Nihithawiwin (Woods Cree)","Number","v_CA21_3261","Additive","CA 2021 Census; 25% Data; Language; Knowledge of languages for the population in private households; Non-official languages; Indigenous languages; Algonquian languages; Cree-Innu languages; Cree languages; Nihithawiwin (Woods Cree)"
"3280","v_CA21_3280","Total","Cree, n.o.s.","Number","v_CA21_3259","Additive","CA 2021 Census; 25% Data; Language; Knowledge of languages for the population in private households; Non-official languages; Indigenous languages; Algonquian languages; Cree-Innu languages; Cree languages; Cree, n.o.s."
"3281","v_CA21_3281","Male","Cree, n.o.s.","Number","v_CA21_3260","Additive","CA 2021 Census; 25% Data; Language; Knowledge of languages for the population in private households; Non-official languages; Indigenous languages; Algonquian languages; Cree-Innu languages; Cree languages; Cree, n.o.s."
"3282","v_CA21_3282","Female","Cree, n.o.s.","Number","v_CA21_3261","Additive","CA 2021 Census; 25% Data; Language; Knowledge of languages for the population in private households; Non-official languages; Indigenous languages; Algonquian languages; Cree-Innu languages; Cree languages; Cree, n.o.s."
"3283","v_CA21_3283","Total","Innu (Montagnais)","Number","v_CA21_3253","Additive","CA 2021 Census; 25% Data; Language; Knowledge of languages for the population in private households; Non-official languages; Indigenous languages; Algonquian languages; Cree-Innu languages; Innu (Montagnais)"
"3284","v_CA21_3284","Male","Innu (Montagnais)","Number","v_CA21_3254","Additive","CA 2021 Census; 25% Data; Language; Knowledge of languages for the population in private households; Non-official languages; Indigenous languages; Algonquian languages; Cree-Innu languages; Innu (Montagnais)"
"3285","v_CA21_3285","Female","Innu (Montagnais)","Number","v_CA21_3255","Additive","CA 2021 Census; 25% Data; Language; Knowledge of languages for the population in private households; Non-official languages; Indigenous languages; Algonquian languages; Cree-Innu languages; Innu (Montagnais)"
"3286","v_CA21_3286","Total","Naskapi","Number","v_CA21_3253","Additive","CA 2021 Census; 25% Data; Language; Knowledge of languages for the population in private households; Non-official languages; Indigenous languages; Algonquian languages; Cree-Innu languages; Naskapi"
"3287","v_CA21_3287","Male","Naskapi","Number","v_CA21_3254","Additive","CA 2021 Census; 25% Data; Language; Knowledge of languages for the population in private households; Non-official languages; Indigenous languages; Algonquian languages; Cree-Innu languages; Naskapi"
"3288","v_CA21_3288","Female","Naskapi","Number","v_CA21_3255","Additive","CA 2021 Census; 25% Data; Language; Knowledge of languages for the population in private households; Non-official languages; Indigenous languages; Algonquian languages; Cree-Innu languages; Naskapi"
"3289","v_CA21_3289","Total","Eastern Algonquian languages","Number","v_CA21_3247","Additive","CA 2021 Census; 25% Data; Language; Knowledge of languages for the population in private households; Non-official languages; Indigenous languages; Algonquian languages; Eastern Algonquian languages"
"3290","v_CA21_3290","Male","Eastern Algonquian languages","Number","v_CA21_3248","Additive","CA 2021 Census; 25% Data; Language; Knowledge of languages for the population in private households; Non-official languages; Indigenous languages; Algonquian languages; Eastern Algonquian languages"
"3291","v_CA21_3291","Female","Eastern Algonquian languages","Number","v_CA21_3249","Additive","CA 2021 Census; 25% Data; Language; Knowledge of languages for the population in private households; Non-official languages; Indigenous languages; Algonquian languages; Eastern Algonquian languages"
"3292","v_CA21_3292","Total","Mi'kmaq","Number","v_CA21_3289","Additive","CA 2021 Census; 25% Data; Language; Knowledge of languages for the population in private households; Non-official languages; Indigenous languages; Algonquian languages; Eastern Algonquian languages; Mi'kmaq"
"3293","v_CA21_3293","Male","Mi'kmaq","Number","v_CA21_3290","Additive","CA 2021 Census; 25% Data; Language; Knowledge of languages for the population in private households; Non-official languages; Indigenous languages; Algonquian languages; Eastern Algonquian languages; Mi'kmaq"
"3294","v_CA21_3294","Female","Mi'kmaq","Number","v_CA21_3291","Additive","CA 2021 Census; 25% Data; Language; Knowledge of languages for the population in private households; Non-official languages; Indigenous languages; Algonquian languages; Eastern Algonquian languages; Mi'kmaq"
"3295","v_CA21_3295","Total","Wolastoqewi (Malecite)","Number","v_CA21_3289","Additive","CA 2021 Census; 25% Data; Language; Knowledge of languages for the population in private households; Non-official languages; Indigenous languages; Algonquian languages; Eastern Algonquian languages; Wolastoqewi (Malecite)"
"3296","v_CA21_3296","Male","Wolastoqewi (Malecite)","Number","v_CA21_3290","Additive","CA 2021 Census; 25% Data; Language; Knowledge of languages for the population in private households; Non-official languages; Indigenous languages; Algonquian languages; Eastern Algonquian languages; Wolastoqewi (Malecite)"
"3297","v_CA21_3297","Female","Wolastoqewi (Malecite)","Number","v_CA21_3291","Additive","CA 2021 Census; 25% Data; Language; Knowledge of languages for the population in private households; Non-official languages; Indigenous languages; Algonquian languages; Eastern Algonquian languages; Wolastoqewi (Malecite)"
"3298","v_CA21_3298","Total","Ojibway-Potawatomi languages","Number","v_CA21_3247","Additive","CA 2021 Census; 25% Data; Language; Knowledge of languages for the population in private households; Non-official languages; Indigenous languages; Algonquian languages; Ojibway-Potawatomi languages"
"3299","v_CA21_3299","Male","Ojibway-Potawatomi languages","Number","v_CA21_3248","Additive","CA 2021 Census; 25% Data; Language; Knowledge of languages for the population in private households; Non-official languages; Indigenous languages; Algonquian languages; Ojibway-Potawatomi languages"
